anime_ids	name	genre	type	episodes	rating	members
669	One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou	Adventure, Comedy, Fantasy, Shounen	Special	1	7.37	18307
2691	Shinryaku! Ika Musume Specials	Comedy	Special	2	7.37	14497
470	Slayers Revolution	Adventure, Comedy, Fantasy	TV	13	7.37	23679
1508	Sola	Drama, Romance, Slice of Life, Supernatural	TV	13	7.37	71172
810	Star Driver: Kagayaki no Takuto	Action, Mecha, Romance, Shounen	TV	25	7.37	66084
954	Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie	Comedy, Drama, Romance, School, Slice of Life	Movie	1	7.37	34272
143	Uta no☆Prince-sama♪ Maji Love 1000%	Comedy, Harem, Music, Romance, School, Shoujo	TV	13	7.37	105723
2815	Yamada-kun to 7-nin no Majo	Comedy, School, Shounen, Supernatural	ONA	1	7.37	23937
4175	Yokohama Kaidashi Kikou	Sci-Fi, Seinen, Slice of Life	OVA	2	7.37	12389
401	.hack//Quantum	Action, Adventure, Fantasy, Game, Sci-Fi	OVA	3	7.36	26163
4335	Bubblegum Crisis	Adventure, Mecha, Sci-Fi, Shounen	OVA	8	7.36	17268
500	Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou	Comedy, Ecchi, Fantasy, Harem, Magic, Romance	TV	13	7.36	151928
1787	Cencoroll	Action, Sci-Fi	Movie	1	7.36	56370
2547	Cybersix	Action, Adventure, Romance, Sci-Fi	TV	13	7.36	3607
4171	Cyborg 009: The Cyborg Soldier	Action, Adventure, Mecha, Sci-Fi, Shounen	TV	52	7.36	14867
5440	Danball Senki Wars	Action, Kids, Mecha	TV	37	7.36	1880
1901	Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1	7.36	51083
932	Higurashi no Naku Koro ni Kaku: Outbreak	Horror, Mystery, Psychological, Thriller	OVA	1	7.36	33381
2002	Ixion Saga DT	Action, Comedy, Fantasy	TV	25	7.36	52569
199	Karneval (TV)	Action, Fantasy, Mystery, Sci-Fi, Shoujo	TV	13	7.36	108174
2199	Kimi no Kokoro wa Kagayaiteru kai?	Music	Music	1	7.35	2762
507	Kotoura-san	Comedy, Drama, Romance, School	TV	12	7.36	123691
2968	Kyouran Kazoku Nikki	Comedy, Sci-Fi	TV	26	7.36	20883
1767	Le Chevalier D&#039;Eon	Historical, Magic, Mystery, Seinen, Supernatural	TV	24	7.36	33035
583	Love Hina Again	Comedy, Drama, Ecchi, Romance, Shounen	OVA	3	7.36	61154
635	Love Hina: Motoko no Sentaku, Koi ka Ken... &quot;Naku na&quot;	Drama, Romance, Slice of Life	Special	1	7.36	28222
1774	Mai-Otome Zwei	Action, Magic	OVA	4	7.36	14615
6617	Masuda Kousuke Gekijou Gag Manga Biyori 3	Comedy	TV	12	7.36	1615
120	MM!	Comedy, Ecchi, Harem, School	TV	12	7.36	129672
1487	Mobile Suit Gundam Seed Destiny	Action, Drama, Mecha, Military, Romance, Sci-Fi, Space	TV	50	7.36	65896
900	Natsuyuki Rendezvous	Drama, Josei, Romance, Supernatural	TV	11	7.36	40958
5133	One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou	Adventure, Comedy, Fantasy, Shounen	Special	1	7.36	5914
5587	Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen	Comedy, Parody, Shounen	Special	4	7.36	11400
1236	Suite Precure♪	Action, Fantasy, Magic, Shoujo	TV	48	7.36	7314
1604	Sukitte Ii na yo.: Dareka ga	Romance, School, Shoujo	OVA	1	7.36	27802
776	Tatakau Shisho: The Book of Bantorra	Action, Fantasy, Seinen, Super Power	TV	27	7.36	35520
3247	Tonari no Yamada-kun	Comedy, Slice of Life	Movie	1	7.36	16442
1934	Witch Hunter Robin	Action, Drama, Magic, Mystery, Police, Supernatural	TV	26	7.36	64905
4458	Yokohama Kaidashi Kikou: Quiet Country Cafe	Sci-Fi, Seinen, Slice of Life	OVA	2	7.36	7609
2649	Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?	Action, Comedy, Shounen, Supernatural	OVA	1	7.36	4277
2791	All Alone With You	Fantasy, Music	Music	1	7.35	7612
830	Amagami SS: Tachibana Miya-hen - Imouto	School	Special	1	7.35	31019
1701	Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!	Comedy	Special	1	7.35	30342
1734	Captain Tsubasa	Action, Shounen, Sports	TV	128	7.35	36623
658	Clannad Movie	Drama, Fantasy, Romance, School	Movie	1	7.35	99506
1	D.N.Angel	Action, Comedy, Fantasy, Magic, Romance, School, Shoujo	TV	26	7.35	126914
1540	Dimension W	Action, Sci-Fi, Seinen	TV	12	7.36	130028
699	Druaga no Tou: The Aegis of Uruk	Adventure, Comedy, Fantasy	TV	12	7.35	69683
7014	Gear Fighter Dendoh	Action, Adventure, Mecha, School, Sci-Fi, Space	TV	38	7.35	1548
959	Hunter x Hunter Movie: The Last Mission	Action, Adventure, Shounen, Super Power	Movie	1	7.35	37633
6383	Jungle no Ouja Taa-chan	Action, Comedy, Parody	TV	50	7.35	801
6884	Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone	Adventure, Drama, Historical, Slice of Life	TV	50	7.35	1794
1511	Kimi ga Aruji de Shitsuji ga Ore de	Comedy, Ecchi, Harem, Parody, Romance	TV	13	7.35	66236
5242	Kindaichi Shounen no Jikenbo Specials	Mystery, Shounen	Special	2	7.35	1194
4689	Kinnikuman	Adventure, Comedy, Shounen, Sports	TV	137	7.35	3623
4774	Kirarin☆Revolution	Comedy, Drama, Romance, Shoujo	TV	153	7.35	14932
2125	Kuromukuro	Action, Mecha, Sci-Fi	TV	26	7.35	46323
5263	Lupin III: Chi no Kokuin - Eien no Mermaid	Action, Adventure, Comedy, Shounen	Special	1	7.35	3069
2526	Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars	Drama, Mecha, Military, Sci-Fi, Space	Movie	1	7.35	6326
1216	Nogizaka Haruka no Himitsu	Comedy, Romance	TV	12	7.35	80820
929	One Piece: Glorious Island	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Special	2	7.35	12922
679	One Piece: Jango no Dance Carnival	Comedy, Fantasy, Shounen	Movie	1	7.35	22157
1494	Onegai☆Teacher	Comedy, Drama, Romance, School, Sci-Fi	TV	12	7.35	99558
1071	Ookiku Furikabutte Special	Drama, Sports	Special	1	7.35	8478
309	Owari no Seraph: Owaranai Seraph	Comedy, Police, Shounen, Supernatural, Vampire	Special	9	7.35	22823
4869	Prince of Tennis: Another Story II - Ano Toki no Bokura OVA Bonus	Shounen, Sports	Special	2	7.35	2978
3803	Puchimas!!: Petit Petit iDOLM@STER	Comedy, Slice of Life	ONA	74	7.35	5359
3816	Sabagebu! Specials	Action, Comedy, Military, Shoujo	Special	6	7.35	9065
1127	Sankarea OVA	Comedy, Ecchi, Horror, Romance, Shounen, Supernatural	OVA	2	7.35	51997
1152	Shijou Saikyou no Deshi Kenichi Specials	Action, Comedy, Martial Arts, School, Shounen	Special	4	7.35	4258
1433	Subete ga F ni Naru: The Perfect Insider	Mystery, Psychological, Sci-Fi	TV	11	7.35	81230
4422	Super Robot Taisen OG: The Inspector	Action, Mecha, Sci-Fi, Space	TV	26	7.35	5962
1199	Suzuka	Drama, Romance, Sports	TV	26	7.35	64161
246	Sword Art Online II	Action, Adventure, Fantasy, Game, Romance	TV	24	7.35	537892
419	Tamako Market	Comedy, Slice of Life	TV	12	7.35	128529
5492	The Cockpit	Historical, Military	OVA	3	7.35	5053
311	Utawarerumono: Itsuwari no Kamen	Action, Drama, Fantasy	TV	25	7.35	55851
1128	Ao no Exorcist Movie Special	Comedy, Parody	Special	1	7.34	20543
816	Beelzebub: Hirotta Akachan wa Daimaou!?	Action, Comedy, Demons, School, Shounen, Supernatural	Special	1	7.34	21212
1581	Dantalian no Shoka	Action, Historical, Mystery, Supernatural	TV	12	7.34	84779
5913	Densetsu no Yuusha Da Garn	Mecha, Sci-Fi, Shounen	TV	46	7.34	1897
6606	Doraemon Movie 30: Nobita no Ningyo Daikaisen	Adventure, Comedy, Fantasy, Kids, Shounen	Movie	1	7.34	1191
1021	Elfen Lied Special	Drama, Ecchi, Horror, Psychological, Supernatural	Special	1	7.34	116129
6404	Figure 17: Tsubasa &amp; Hikaru	Sci-Fi, Slice of Life	TV	13	7.34	6860
4780	Fuujin Monogatari	Drama, Fantasy, School, Slice of Life, Supernatural	TV	13	7.34	8717
2825	GJ-bu@	Comedy, School, Slice of Life	Special	1	7.34	18894
6565	Great Mazinger	Action, Mecha, Sci-Fi, Shounen	TV	56	7.34	1917
6636	Gugure! Kokkuri-san Specials	Comedy, Romance, Shounen, Supernatural	Special	11	7.34	5870
4170	HeatGuy J	Action, Adventure, Mecha, Police, Sci-Fi	TV	25	7.34	10727
3643	Hyakko	Comedy, School, Slice of Life	TV	13	7.34	33112
1533	Inou-Battle wa Nichijou-kei no Naka de	Comedy, Romance, School, Slice of Life, Supernatural	TV	12	7.34	144370
4395	Kiddy Grade: Truth Dawn	Action, Mecha, Sci-Fi, Super Power	Movie	1	7.34	3174
3862	Koi Kaze	Drama, Psychological, Romance, Seinen	TV	13	7.34	41250
5067	Lupin III (2015) Specials	Action, Adventure, Comedy, Shounen	Special	2	7.34	1353
6223	Lupin III: Honoo no Kioku - Tokyo Crisis	Action, Adventure, Comedy, Mystery, Shounen	Special	1	7.34	3138
2873	Macross Δ	Action, Mecha, Military, Music, Romance, Sci-Fi, Space	TV	26	7.34	30308
6922	Mojakou	Comedy, Fantasy, Sci-Fi	TV	74	7.34	1218
2109	Natsu-iro Egao de 1, 2, Jump!	Music	Music	1	7.34	6939
1840	Neppuu Kairiku Bushi Road	Action, Fantasy, Mecha, Sci-Fi	Special	1	7.34	19967
835	One Piece 3D: Mugiwara Chase	Action, Adventure, Comedy, Fantasy, Shounen	Movie	1	7.34	23772
796	One Piece Recap	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	OVA	1	7.34	10147
680	One Piece: Yume no Soccer Ou!	Comedy, Fantasy, Shounen, Sports	Movie	1	7.34	23915
2254	Ou Dorobou Jing	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	TV	13	7.34	21920
691	Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai	Action, Adventure, Comedy, Drama, Fantasy, Kids	Movie	1	7.34	38238
5047	Sei Juushi Bismarck	Action, Mecha, Sci-Fi, Space	TV	51	7.34	2764
2877	Sidonia no Kishi Movie	Action, Mecha, Sci-Fi, Seinen, Space	Movie	1	7.34	5472
4177	Tactics	Comedy, Drama, Fantasy, Mystery, Shounen, Super Power	TV	25	7.34	27358
1275	The Animatrix	Action, Drama, Sci-Fi	OVA	9	7.34	42831
466	To LOVE-Ru	Comedy, Ecchi, Harem, Romance, School, Sci-Fi	TV	26	7.34	237563
733	Umineko no Naku Koro ni	Horror, Mystery, Psychological, Supernatural	TV	26	7.34	126865
2495	Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna	Action, Comedy	Movie	1	7.34	13775
6567	11-nin Iru!	Action, Adventure, Drama, Mystery, Romance, Sci-Fi, Shoujo, Space	Movie	1	7.33	4311
3320	Aishen Qiaokeli-ing...	Comedy, Harem, Romance, School	ONA	15	7.33	11936
884	Amagami SS+ Plus Specials	Romance	Special	6	7.33	17764
323	Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!	Action, Comedy, Shounen	Special	1	7.33	13993
4348	Aru Tabibito no Nikki	Adventure, Fantasy	ONA	6	7.33	15565
1114	Blood-C: The Last Dark	Action, Horror, Supernatural, Vampire	Movie	1	7.33	37925
1862	Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de	Action, Mecha, Sci-Fi	Special	2	7.33	14158
3170	Daze	Music	Music	1	7.33	2919
1916	Denpa Onna to Seishun Otoko	Comedy, Sci-Fi, Seinen, Slice of Life	TV	12	7.33	149497
6603	Doraemon Movie 04: Nobita no Kaitei Kiganjou	Fantasy	Movie	1	7.33	1168
6602	Doraemon Movie 10: Nobita no Nippon Tanjou	Adventure, Comedy, Fantasy, Kids, Shounen	Movie	1	7.33	1176
6468	Doraemon Movie 23: Nobita to Robot Kingdom	Adventure, Comedy, Fantasy, Kids, Shounen	Movie	1	7.33	2139
626	Dragon Ball Movie 4: Saikyou e no Michi	Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power	Movie	1	7.33	26104
4196	Flag	Mecha, Military	ONA	13	7.33	10531
2885	Ghost in the Shell: Arise - Alternative Architecture	Mecha, Police, Psychological, Sci-Fi	TV	10	7.33	21805
1861	Hitsugi no Chaika: Avenging Battle	Action, Adventure, Comedy, Fantasy, Romance, Shounen	TV	10	7.33	91049
5155	Inazuma Eleven Go vs. Danball Senki W Movie	Action, Kids, Mecha, Sports	Movie	1	7.34	3239
1200	Karin	Comedy, Romance, School, Shounen, Vampire	TV	24	7.33	106142
4394	Kiddy Grade: Maelstrom	Action, Mecha, Sci-Fi, Super Power	Movie	1	7.33	3189
2167	Kimi no Iru Machi: Tasogare Kousaten	Drama, Romance, School, Shounen	OVA	2	7.33	25799
740	Kiss x Sis	Comedy, Ecchi, Harem, Romance, School, Seinen	OVA	12	7.33	125614
619	Kyou no 5 no 2	Comedy, Ecchi, School, Seinen	OVA	4	7.33	22431
6110	Lupin III: $1 Money Wars	Action, Adventure, Comedy, Shounen	Special	1	7.33	2950
5637	Mai Mai Shinko to Sennen no Mahou	Adventure, Drama	Movie	1	7.33	6491
2640	Mameshiba	Comedy	Special	24	7.33	3085
2601	Mobile Suit Gundam 00: Tenshitachi no Kiseki	Action, Mecha, Sci-Fi	Special	1	7.33	4680
5430	Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu	Kids, Magic, Shoujo	Movie	1	7.33	2108
1403	Mouryou no Hako	Mystery, Seinen, Supernatural, Thriller	TV	13	7.33	36075
3309	Musekinin Kanchou Tylor OVA	Adventure, Comedy, Drama, Military, Sci-Fi, Space	OVA	10	7.33	5006
2115	Music S.T.A.R.T!!	Music	Music	1	7.33	5729
603	One Piece Movie 2: Nejimaki-jima no Daibouken	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Movie	1	7.33	37792
2729	Pokemon 3D Adventure: Mew wo Sagase!	Adventure, Comedy, Fantasy, Kids	Movie	1	7.33	5765
4866	Princess Nine: Kisaragi Joshikou Yakyuubu	Drama, Romance, Sports	TV	26	7.33	5758
975	Rokujouma no Shinryakusha!? (TV)	Comedy, Harem, Romance, School, Supernatural	TV	12	7.33	76880
1849	Ryuugajou Nanana no Maizoukin (TV)	Comedy, Supernatural	TV	11	7.33	101326
6026	Sango Shou Densetsu: Aoi Umi no Elfie	Adventure, Sci-Fi	Movie	1	7.33	524
2563	Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi	Action, Drama, Military, Sci-Fi, Space	Movie	1	7.33	1678
715	Shakugan no Shana II (Second) Specials	Comedy, Parody	Special	3	7.33	34305
3041	Shin Shirayuki-hime Densetsu Prétear	Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power	TV	13	7.33	37394
3865	Shinkyoku Soukai Polyphonica Crimson S	Drama, Fantasy, Music, Romance, School	TV	12	7.33	16720
1242	Smile Precure!	Action, Fantasy, Magic, Shoujo	TV	48	7.33	10568
3313	Uchuu Senkan Yamato III	Action, Adventure, Drama, Military, Sci-Fi, Space	TV	25	7.33	2568
1490	Vandread	Action, Ecchi, Mecha, Sci-Fi, Shounen, Space	TV	13	7.33	53360
1789	.hack//G.U. Trilogy	Action, Fantasy, Game, Sci-Fi	Movie	1	7.32	22537
156	.hack//The Movie: Sekai no Mukou ni	Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi	Movie	1	7.32	11617
414	Accel World EX	Action, Game, Romance, School, Sci-Fi	OVA	2	7.32	61198
847	Aquarion Evol	Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi	TV	26	7.32	62753
5632	Ashita no Joe (Movie)	Action, Drama, Sports	Movie	1	7.32	1540
2766	Bakuman.: Deraman.	Comedy, School, Shounen	Special	2	7.32	7962
921	Chuunibyou demo Koi ga Shitai! Lite	Comedy, School	ONA	6	7.32	60139
6340	Di Gi Charat Nyo	Comedy, Fantasy, Sci-Fi	TV	104	7.32	3782
498	Dog Days&#039;	Action, Adventure, Fantasy, Magic	TV	13	7.32	55277
6605	Doraemon Movie 03: Nobita no Daimakyou	Adventure	Movie	1	7.32	1156
1777	El Cazador de la Bruja	Adventure, Drama, Mystery	TV	26	7.32	31874
6131	Flanders no Inu, Boku no Patrasche	Drama, Historical	TV	26	7.32	811
2096	Fushigiboshi no☆Futagohime Gyu!	Comedy, Magic, Shoujo	TV	52	7.32	2387
321	Gakusen Toshi Asterisk 2nd Season	Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural	TV	12	7.32	101287
692	Higurashi no Naku Koro ni Special: Nekogoroshi-hen	Comedy, Mystery	Special	1	7.32	46415
3709	Inazuma Eleven Go	Shounen, Sports, Super Power	TV	47	7.32	18480
2240	Inferno Cop	Action, Police	ONA	13	7.32	37500
2116	Joukamachi no Dandelion	Comedy, Seinen, Slice of Life, Super Power	TV	12	7.32	64307
243	Kamigami no Asobi	Fantasy, Harem, Romance, Shoujo, Supernatural	TV	12	7.32	61410
2447	Kidou Tenshi Angelic Layer	Comedy, Drama, Sci-Fi, Shounen, Sports	TV	26	7.32	39758
2268	Kodomo no Jikan: Ni Gakki	Comedy, Ecchi, School	OVA	3	7.32	20256
1404	Kuroshitsuji Recap	Action, Demons, Fantasy, Shounen, Supernatural	Special	1	7.32	20616
3035	Kyoushoku Soukou Guyver (1989)	Action, Horror, Sci-Fi, Super Power	OVA	6	7.32	6090
700	Love Hina Final Selection	Comedy, Ecchi, Harem, Romance	OVA	1	7.32	21824
4452	Lupin III: Dead or Alive	Action, Adventure, Comedy, Shounen	Movie	1	7.32	4296
2111	Mo Gyutto Love de Sekkinchuu!	Music	Music	1	7.32	6713
2423	Nazo no Kanojo X: Nazo no Natsu Matsuri	Ecchi, Mystery, Romance, Seinen	OVA	1	7.32	17967
5241	Ojamajo Doremi Sharp	Comedy, Magic, Shoujo	TV	49	7.32	7878
5044	One Piece 3D: Gekisou! Trap Coaster	Action, Adventure, Comedy, Fantasy, Shounen	Movie	1	7.32	10373
912	Ore no Kanojo to Osananajimi ga Shuraba Sugiru	Comedy, Harem, Romance, School	TV	13	7.32	156116
834	Phi Brain: Kami no Puzzle	Action, Game, Mystery, Shounen	TV	25	7.32	64958
1556	Pokemon: Mizu no Miyako no Mamorigami Latias to Latios	Adventure, Comedy, Drama, Fantasy, Kids	Movie	1	7.32	42389
4235	Saber Marionette J Again	Action, Comedy, Harem, Mecha, Romance, Sci-Fi	OVA	6	7.32	7289
3422	Seikai no Danshou: Tanjou	Military, Romance, Sci-Fi, Space	Special	1	7.32	5324
1289	Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!	Action, Historical, Martial Arts, Samurai	Special	1	7.32	9553
4381	Slayers Premium	Adventure, Comedy, Fantasy, Magic, Shounen	Movie	1	7.32	13008
5627	Soukou Kihei Votoms: The Last Red Shoulder	Action, Drama, Mecha, Military, Sci-Fi	OVA	1	7.32	1895
3008	Tamayura: Hitotose	Comedy, Drama, Slice of Life	TV	12	7.32	25760
913	The iDOLM@STER Shiny Festa	Comedy, Drama, Music	OVA	3	7.32	9893
310	Young Black Jack	Drama, Historical, Seinen	TV	12	7.32	42139
2184	Blood Lad: Wagahai wa Neko de wa Nai	Action, Comedy, Demons, Seinen, Supernatural, Vampire	OVA	1	7.31	48728
5464	Detective Conan OVA 03: Conan and Heiji and the Vanished Boy	Adventure, Comedy, Mystery, Police, Shounen	OVA	1	7.31	8252
5177	Dragon Nest: Warriors&#039; Dawn	Action, Adventure, Fantasy, Magic	Movie	1	7.31	1928
4181	Gensoumaden Saiyuuki OVA	Adventure, Shounen, Supernatural	OVA	2	7.31	3223
1276	Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi	Comedy, Mecha, Sci-Fi	Special	26	7.31	18178
4668	Ginga Densetsu Weed	Adventure, Drama, Shounen	TV	26	7.31	7484
2765	Jinrui wa Suitai Shimashita Specials	Comedy, Fantasy, Seinen	Special	6	7.31	11459
3535	Kaiketsu Zorro	Adventure, Historical, Shounen	TV	52	7.31	5243
931	Kakumeiki Valvrave	Action, Mecha, Space	TV	12	7.31	96718
3630	Kiddy Grade	Action, Ecchi, Mecha, Sci-Fi, Super Power	TV	24	7.31	30766
585	Love Hina Haru Special: Kimi Sakura Chiru Nakare!!	Adventure, Comedy, Romance	Special	1	7.31	40858
6219	Lupin III: Nusumareta Lupin	Action, Adventure, Comedy, Shounen	Special	1	7.31	2694
6956	Madou King Granzort	Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen	TV	41	7.31	835
6004	Mama wa Shougaku 4 Nensei	Comedy, Drama, Sci-Fi	TV	51	7.31	1711
1091	Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus	Comedy, Sports	Special	2	7.31	4495
2926	Ryuusei no Rockman	Action, Game, Sci-Fi, Shounen	TV	55	7.31	6670
2288	Saishuu Heiki Kanojo	Drama, Romance, School, Sci-Fi	TV	13	7.31	58051
7276	Sekai Meisaku Douwa: Hakuchou no Mizuumi	Drama, Fantasy, Romance	Movie	1	7.31	1705
1485	Shuffle!	Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen	TV	24	7.31	158772
707	Tears to Tiara	Action, Adventure, Fantasy, Magic	TV	26	7.31	50455
1940	Tokyo Majin Gakuen Kenpucho: Tou	Action, Drama, Fantasy, Horror, Martial Arts, School, Supernatural	TV	14	7.31	43632
4233	Video Girl Ai	Comedy, Drama, Ecchi, Romance	OVA	6	7.31	13970
4229	Wagaya no Oinari-sama.	Adventure, Fantasy, Shounen, Supernatural	TV	24	7.31	23132
5203	Andersen Douwa: Ningyohime	Fantasy, Romance, Shoujo	Movie	1	7.3	2535
5439	Danball Senki W	Action, Kids, Mecha	TV	58	7.3	2088
4683	Dash! Kappei	Comedy, Ecchi, Shounen, Sports	TV	65	7.3	2578
5468	Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki&#039;s Case Files	Comedy, Mystery, Police, Shounen	OVA	1	7.3	6931
5385	Egomama	Music	Music	1	7.29	1471
2206	Gunslinger Girl: Il Teatrino	Action, Drama, Military, Sci-Fi	TV	13	7.3	38498
1790	Hatenkou Yuugi	Adventure, Comedy, Drama, Fantasy, Romance, Shoujo	TV	10	7.3	25885
6335	HeatGuy J Special	Action, Adventure, Mecha, Police, Sci-Fi	Special	1	7.3	1675
2943	High School Fleet	Action, Military, School	TV	12	7.3	38646
4645	Hokuto no Ken Movie	Adventure, Sci-Fi, Shounen	Movie	1	7.3	9328
7022	Jigoku Sensei Nube OVA	Action, Comedy, Demons, Horror, School, Shounen, Supernatural	OVA	3	7.3	1426
3010	Kimi to Boku	Drama, Slice of Life	ONA	1	7.3	1276
877	Koi to Senkyo to Chocolate	Drama, Romance, School	TV	12	7.3	91552
734	Kyou no 5 no 2 (TV)	Comedy, Ecchi, School, Seinen	TV	13	7.3	22991
3716	Mahoromatic 2	Comedy, Drama, Ecchi, Military, Romance, Sci-Fi	TV	14	7.3	21393
4242	Majutsushi Orphen	Action, Adventure, Comedy, Demons, Fantasy, Magic	TV	24	7.3	20105
1521	Mashiro-iro Symphony: The Color of Lovers	Drama, Harem, Romance, School	TV	12	7.3	77284
3054	Precure All Stars Movie New Stage 2: Kokoro no Tomodachi	Action, Kids, Magic, Shoujo	Movie	1	7.3	1963
2212	Rec: Yurusarezarumono	Comedy, Drama, Romance	Special	1	7.3	16654
1966	Ro-Kyu-Bu! SS	Comedy, Ecchi, School, Sports	TV	12	7.3	21125
5149	Sakura Nagashi	Action, Drama, Mecha, Music, Sci-Fi	Music	1	7.29	2945
5524	Selector Destructed WIXOSS Movie	Game, Psychological	Movie	1	7.3	9447
4837	Taiho Shichau zo: Full Throttle	Action, Comedy, Police, Shounen	TV	23	7.3	5134
2970	Tantei Opera Milky Holmes Dai 2 Maku	Comedy, Mystery, Super Power	TV	12	7.3	11941
6353	Tenjou-jin to Akuto-jin Saigo no Tatakai	Action, Fantasy, Magic, Super Power, Supernatural	Movie	1	7.3	5223
3622	Ultra Maniac	Comedy, Magic, Romance, School, Shoujo	TV	26	7.3	20062
4818	Urusei Yatsura Movie 1: Only You	Action, Adventure, Comedy, Drama, Romance, Sci-Fi	Movie	1	7.3	3818
5459	Yes! Precure 5	Action, Fantasy, Magic, School, Shoujo	TV	49	7.3	6390
980	Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.	Comedy, Drama, Romance, Sci-Fi, Slice of Life	Special	1	7.29	19772
302	Aoharu x Kikanjuu	Action, Comedy, Shounen, Sports	TV	12	7.29	97674
1287	Aoi Hana	Romance, Shoujo Ai, Slice of Life	TV	11	7.29	43279
5934	B&#039;T X Neo	Action, Adventure, Shounen	OVA	14	7.29	2864
686	Black Cat Special	Action, Comedy, Shounen	Special	1	7.29	15333
6825	Black Jack (TV): Hizouban Specials	Adventure	Special	2	7.29	1707
2056	Black★Rock Shooter	Action, Music	Music	1	7.29	40641
3685	Boku no Chikyuu wo Mamotte	Drama, Sci-Fi, Shoujo	OVA	6	7.29	7254
1847	Buddy Complex	Action, Mecha, Sci-Fi	TV	13	7.29	44006
5644	Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki	Comedy, Ecchi, Kids, School, Shounen, Slice of Life	Movie	1	7.29	1640
3443	D.C.if: Da Capo if	Drama, Harem, Magic, Romance	OVA	2	7.29	11482
5438	Danball Senki	Action, Kids, Mecha	TV	44	7.29	3682
5176	Digimon X-Evolution	Action, Adventure, Fantasy, Sci-Fi	Movie	1	7.29	12449
6624	Doraemon Movie 20: Nobita no Uchuu Hyouryuuki	Adventure, Comedy, Fantasy, Kids, Shounen, Space	Movie	1	7.29	1124
